id,text,pos
1426,"""the shocking moments are there to illustrate what goers on in the world of these characters.""","[('``', '``'), ('the', 'DT'), ('shocking', 'NN'), ('moments', 'NNS'), ('are', 'VBP'), ('there', 'RB'), ('to', 'TO'), ('illustrate', 'VB'), ('what', 'WP'), ('goers', 'NNS'), ('on', 'IN'), ('in', 'IN'), ('the', 'DT'), ('world', 'NN'), ('of', 'IN'), ('these', 'DT'), ('characters', 'NNS'), ('.', '.'), (""''"", ""''"")]"
1427,"""if you like this make sure you catch dead or alive which is very similar barring the insane ending in doa of course.""","[('``', '``'), ('if', 'IN'), ('you', 'PRP'), ('like', 'VBP'), ('this', 'DT'), ('make', 'VBP'), ('sure', 'JJ'), ('you', 'PRP'), ('catch', 'VBP'), ('dead', 'JJ'), ('or', 'CC'), ('alive', 'JJ'), ('which', 'WDT'), ('is', 'VBZ'), ('very', 'RB'), ('similar', 'JJ'), ('barring', 'VBG'), ('the', 'DT'), ('insane', 'NN'), ('ending', 'VBG'), ('in', 'IN'), ('doa', 'NN'), ('of', 'IN'), ('course', 'NN'), ('.', '.'), (""''"", ""''"")]"
1428,"""great for japan that they have a talent like miike working at the same time as takeshi kitano.""","[('``', '``'), ('great', 'JJ'), ('for', 'IN'), ('japan', 'NN'), ('that', 'IN'), ('they', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('talent', 'NN'), ('like', 'IN'), ('miike', 'NN'), ('working', 'VBG'), ('at', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('time', 'NN'), ('as', 'IN'), ('takeshi', 'JJ'), ('kitano', 'NN'), ('.', '.'), (""''"", ""''"")]"
1429,"""the best chance of seeing this film outside a takashi miike retrospective at a film festival is on dvd.""","[('``', '``'), ('the', 'DT'), ('best', 'JJS'), ('chance', 'NN'), ('of', 'IN'), ('seeing', 'VBG'), ('this', 'DT'), ('film', 'NN'), ('outside', 'IN'), ('a', 'DT'), ('takashi', 'NN'), ('miike', 'NN'), ('retrospective', 'NN'), ('at', 'IN'), ('a', 'DT'), ('film', 'NN'), ('festival', 'NN'), ('is', 'VBZ'), ('on', 'IN'), ('dvd', 'NN'), ('.', '.'), (""''"", ""''"")]"
1430,"""if i havent put you off try hunting for a hong kong version on the web as im sure it will come out in that country.""","[('``', '``'), ('if', 'IN'), ('i', 'JJ'), ('havent', 'NN'), ('put', 'VBD'), ('you', 'PRP'), ('off', 'RP'), ('try', 'VB'), ('hunting', 'VBG'), ('for', 'IN'), ('a', 'DT'), ('hong', 'NN'), ('kong', 'JJ'), ('version', 'NN'), ('on', 'IN'), ('the', 'DT'), ('web', 'NN'), ('as', 'IN'), ('im', 'JJ'), ('sure', 'NN'), ('it', 'PRP'), ('will', 'MD'), ('come', 'VB'), ('out', 'RP'), ('in', 'IN'), ('that', 'DT'), ('country', 'NN'), ('.', '.'), (""''"", ""''"")]"
1431,"""shinjuku triad society albeit from perfect is a fiercely compelling film for what it tries to depict in its uber conventional realm.""","[('``', '``'), ('shinjuku', 'JJ'), ('triad', 'NN'), ('society', 'NN'), ('albeit', 'IN'), ('from', 'IN'), ('perfect', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('fiercely', 'RB'), ('compelling', 'JJ'), ('film', 'NN'), ('for', 'IN'), ('what', 'WP'), ('it', 'PRP'), ('tries', 'VBZ'), ('to', 'TO'), ('depict', 'VB'), ('in', 'IN'), ('its', 'PRP$'), ('uber', 'JJ'), ('conventional', 'JJ'), ('realm', 'NN'), ('.', '.'), (""''"", ""''"")]"
1432,"""its a yakuza triad picture involving cops versus japanese & or chinese gangsters mostly chinese as the title suggests but already even in his first technical debut takashi miike is already establishing many aspects to films that he would make from here on in.""","[('``', '``'), ('its', 'PRP$'), ('a', 'DT'), ('yakuza', 'NN'), ('triad', 'JJ'), ('picture', 'NN'), ('involving', 'VBG'), ('cops', 'NNS'), ('versus', 'IN'), ('japanese', 'JJ'), ('&', 'CC'), ('or', 'CC'), ('chinese', 'JJ'), ('gangsters', 'NNS'), ('mostly', 'RB'), ('chinese', 'JJ'), ('as', 'IN'), ('the', 'DT'), ('title', 'NN'), ('suggests', 'VBZ'), ('but', 'CC'), ('already', 'RB'), ('even', 'RB'), ('in', 'IN'), ('his', 'PRP$'), ('first', 'JJ'), ('technical', 'JJ'), ('debut', 'NN'), ('takashi', 'NN'), ('miike', 'NN'), ('is', 'VBZ'), ('already', 'RB'), ('establishing', 'VBG'), ('many', 'JJ'), ('aspects', 'NNS'), ('to', 'TO'), ('films', 'NNS'), ('that', 'IN'), ('he', 'PRP'), ('would', 'MD'), ('make', 'VB'), ('from', 'IN'), ('here', 'RB'), ('on', 'IN'), ('in', 'IN'), ('.', '.'), (""''"", ""''"")]"
1433,"""social issues like black market trading of precious goods in this case human organs usually from children; nostalgia for childhood and ones roots which was especially prevalent in dead or alive 2; thumbing of the nose at taboos like gay sex and satirical rape violence towards women; blood curdling violence.""","[('``', '``'), ('social', 'JJ'), ('issues', 'NNS'), ('like', 'IN'), ('black', 'JJ'), ('market', 'NN'), ('trading', 'NN'), ('of', 'IN'), ('precious', 'JJ'), ('goods', 'NNS'), ('in', 'IN'), ('this', 'DT'), ('case', 'NN'), ('human', 'JJ'), ('organs', 'NNS'), ('usually', 'RB'), ('from', 'IN'), ('children', 'NNS'), (';', ':'), ('nostalgia', 'NN'), ('for', 'IN'), ('childhood', 'NN'), ('and', 'CC'), ('ones', 'NNS'), ('roots', 'NNS'), ('which', 'WDT'), ('was', 'VBD'), ('especially', 'RB'), ('prevalent', 'JJ'), ('in', 'IN'), ('dead', 'JJ'), ('or', 'CC'), ('alive', 'JJ'), ('2', 'CD'), (';', ':'), ('thumbing', 'NN'), ('of', 'IN'), ('the', 'DT'), ('nose', 'NN'), ('at', 'IN'), ('taboos', 'NNS'), ('like', 'IN'), ('gay', 'NN'), ('sex', 'NN'), ('and', 'CC'), ('satirical', 'JJ'), ('rape', 'NN'), ('violence', 'NN'), ('towards', 'NNS'), ('women', 'NNS'), (';', ':'), ('blood', 'NN'), ('curdling', 'NN'), ('violence', 'NN'), ('.', '.'), (""''"", ""''"")]"
1434,"""its certainly not as surreal as some of miikes most recent films but this is expected as hes trying out things that hes just starting to learn following a track record of straight to video programmers.""","[('``', '``'), ('its', 'PRP$'), ('certainly', 'RB'), ('not', 'RB'), ('as', 'RB'), ('surreal', 'NN'), ('as', 'IN'), ('some', 'DT'), ('of', 'IN'), ('miikes', 'NNS'), ('most', 'RBS'), ('recent', 'JJ'), ('films', 'NNS'), ('but', 'CC'), ('this', 'DT'), ('is', 'VBZ'), ('expected', 'VBN'), ('as', 'IN'), ('hes', 'NNS'), ('trying', 'VBG'), ('out', 'RP'), ('things', 'NNS'), ('that', 'WDT'), ('hes', 'VBZ'), ('just', 'RB'), ('starting', 'VBG'), ('to', 'TO'), ('learn', 'VB'), ('following', 'VBG'), ('a', 'DT'), ('track', 'NN'), ('record', 'NN'), ('of', 'IN'), ('straight', 'NN'), ('to', 'TO'), ('video', 'NN'), ('programmers', 'NNS'), ('.', '.'), (""''"", ""''"")]"
1435,"""its got all of those qualities and its also like the films that would follow from it equally savage and heartfelt crazy in spots and sardonic in its drama and solid for genre fans.the story concerns two brothers one a chinese orphan raised in japan tatsuhito kiriya kippei shiina pretty decent as a eastwood esquire anti hero hero whos become a detective and another whos become a gangster or a would be one.""","[('``', '``'), ('its', 'PRP$'), ('got', 'VBD'), ('all', 'DT'), ('of', 'IN'), ('those', 'DT'), ('qualities', 'NNS'), ('and', 'CC'), ('its', 'PRP$'), ('also', 'RB'), ('like', 'IN'), ('the', 'DT'), ('films', 'NNS'), ('that', 'WDT'), ('would', 'MD'), ('follow', 'VB'), ('from', 'IN'), ('it', 'PRP'), ('equally', 'RB'), ('savage', 'VB'), ('and', 'CC'), ('heartfelt', 'VB'), ('crazy', 'NN'), ('in', 'IN'), ('spots', 'NNS'), ('and', 'CC'), ('sardonic', 'JJ'), ('in', 'IN'), ('its', 'PRP$'), ('drama', 'NN'), ('and', 'CC'), ('solid', 'JJ'), ('for', 'IN'), ('genre', 'JJ'), ('fans.the', 'JJ'), ('story', 'NN'), ('concerns', 'NNS'), ('two', 'CD'), ('brothers', 'NNS'), ('one', 'CD'), ('a', 'DT'), ('chinese', 'JJ'), ('orphan', 'NN'), ('raised', 'VBN'), ('in', 'IN'), ('japan', 'NN'), ('tatsuhito', 'NN'), ('kiriya', 'VBP'), ('kippei', 'JJ'), ('shiina', 'NN'), ('pretty', 'RB'), ('decent', 'JJ'), ('as', 'IN'), ('a', 'DT'), ('eastwood', 'NN'), ('esquire', 'NN'), ('anti', 'NN'), ('hero', 'NN'), ('hero', 'NN'), ('whos', 'VBZ'), ('become', 'VB'), ('a', 'DT'), ('detective', 'JJ'), ('and', 'CC'), ('another', 'DT'), ('whos', 'NN'), ('become', 'VB'), ('a', 'DT'), ('gangster', 'NN'), ('or', 'CC'), ('a', 'DT'), ('would', 'MD'), ('be', 'VB'), ('one', 'CD'), ('.', '.'), (""''"", ""''"")]"
1436,"""the main arch likely takeover gang comes from wang a definite pun on what the gang represents during its spare time played by tomorowo taguchi as a typical wacko with real terror in his eyes and his partner karino takeshi caesar whos threatening even when just repeating a commandment over and over to a woman whos just had her eye plugged out following a sour deal who are the ruthless kind to pop up almost organically in a miike movie.""","[('``', '``'), ('the', 'DT'), ('main', 'JJ'), ('arch', 'NN'), ('likely', 'JJ'), ('takeover', 'NN'), ('gang', 'NN'), ('comes', 'VBZ'), ('from', 'IN'), ('wang', 'VBG'), ('a', 'DT'), ('definite', 'JJ'), ('pun', 'NN'), ('on', 'IN'), ('what', 'WP'), ('the', 'DT'), ('gang', 'NN'), ('represents', 'VBZ'), ('during', 'IN'), ('its', 'PRP$'), ('spare', 'JJ'), ('time', 'NN'), ('played', 'VBN'), ('by', 'IN'), ('tomorowo', 'JJ'), ('taguchi', 'NN'), ('as', 'IN'), ('a', 'DT'), ('typical', 'JJ'), ('wacko', 'NN'), ('with', 'IN'), ('real', 'JJ'), ('terror', 'NN'), ('in', 'IN'), ('his', 'PRP$'), ('eyes', 'NNS'), ('and', 'CC'), ('his', 'PRP$'), ('partner', 'NN'), ('karino', 'NN'), ('takeshi', 'NN'), ('caesar', 'NN'), ('whos', 'NN'), ('threatening', 'VBG'), ('even', 'RB'), ('when', 'WRB'), ('just', 'RB'), ('repeating', 'VBG'), ('a', 'DT'), ('commandment', 'NN'), ('over', 'IN'), ('and', 'CC'), ('over', 'IN'), ('to', 'TO'), ('a', 'DT'), ('woman', 'NN'), ('whos', 'NN'), ('just', 'RB'), ('had', 'VBD'), ('her', 'PRP'), ('eye', 'NN'), ('plugged', 'VBD'), ('out', 'RP'), ('following', 'VBG'), ('a', 'DT'), ('sour', 'JJ'), ('deal', 'NN'), ('who', 'WP'), ('are', 'VBP'), ('the', 'DT'), ('ruthless', 'NN'), ('kind', 'NN'), ('to', 'TO'), ('pop', 'VB'), ('up', 'RP'), ('almost', 'RB'), ('organically', 'RB'), ('in', 'IN'), ('a', 'DT'), ('miike', 'JJ'), ('movie', 'NN'), ('.', '.'), (""''"", ""''"")]"
1437,"""theres some intrigue involving the organ trading scheme with the gangsters which kiriya almost becomes a victim of and the gangs penchant for gay sex  at least with one little puppet of sorts who does whatever the main gangsters want.""","[('``', '``'), ('theres', 'VBZ'), ('some', 'DT'), ('intrigue', 'NN'), ('involving', 'VBG'), ('the', 'DT'), ('organ', 'JJ'), ('trading', 'NN'), ('scheme', 'NN'), ('with', 'IN'), ('the', 'DT'), ('gangsters', 'NNS'), ('which', 'WDT'), ('kiriya', 'VBP'), ('almost', 'RB'), ('becomes', 'VBZ'), ('a', 'DT'), ('victim', 'NN'), ('of', 'IN'), ('and', 'CC'), ('the', 'DT'), ('gangs', 'NNS'), ('penchant', 'NN'), ('for', 'IN'), ('gay', 'JJ'), ('sex', 'NN'), ('at', 'IN'), ('least', 'JJS'), ('with', 'IN'), ('one', 'CD'), ('little', 'JJ'), ('puppet', 'NN'), ('of', 'IN'), ('sorts', 'NNS'), ('who', 'WP'), ('does', 'VBZ'), ('whatever', 'VB'), ('the', 'DT'), ('main', 'JJ'), ('gangsters', 'NNS'), ('want', 'VBP'), ('.', '.'), (""''"", ""''"")]"
1438,"""it all leads up to vengeance and redemption qualities that miike and his writer are trying to emulate from shakespeare hence the macbeth bit with wang washing his bloody hangs over and over after some gay sex saying it wont come off.if it doesnt add up to the same emotional level of impact that a great shakespeare play would have its par for the course of a film like this.""","[('``', '``'), ('it', 'PRP'), ('all', 'DT'), ('leads', 'VBZ'), ('up', 'RP'), ('to', 'TO'), ('vengeance', 'NN'), ('and', 'CC'), ('redemption', 'NN'), ('qualities', 'NNS'), ('that', 'IN'), ('miike', 'NN'), ('and', 'CC'), ('his', 'PRP$'), ('writer', 'NN'), ('are', 'VBP'), ('trying', 'VBG'), ('to', 'TO'), ('emulate', 'VB'), ('from', 'IN'), ('shakespeare', 'NN'), ('hence', 'NN'), ('the', 'DT'), ('macbeth', 'JJ'), ('bit', 'NN'), ('with', 'IN'), ('wang', 'NN'), ('washing', 'VBG'), ('his', 'PRP$'), ('bloody', 'NN'), ('hangs', 'VBZ'), ('over', 'IN'), ('and', 'CC'), ('over', 'IN'), ('after', 'IN'), ('some', 'DT'), ('gay', 'JJ'), ('sex', 'NN'), ('saying', 'VBG'), ('it', 'PRP'), ('wont', 'JJ'), ('come', 'JJ'), ('off.if', 'NN'), ('it', 'PRP'), ('doesnt', 'VBZ'), ('add', 'VB'), ('up', 'IN'), ('to', 'TO'), ('the', 'DT'), ('same', 'JJ'), ('emotional', 'JJ'), ('level', 'NN'), ('of', 'IN'), ('impact', 'NN'), ('that', 'IN'), ('a', 'DT'), ('great', 'JJ'), ('shakespeare', 'NN'), ('play', 'NN'), ('would', 'MD'), ('have', 'VB'), ('its', 'PRP$'), ('par', 'NN'), ('for', 'IN'), ('the', 'DT'), ('course', 'NN'), ('of', 'IN'), ('a', 'DT'), ('film', 'NN'), ('like', 'IN'), ('this', 'DT'), ('.', '.'), (""''"", ""''"")]"
1439,"""miikes goals are met though just met in his low scale ambitions a gangster picture with some added levels of harsh familial trouble the main tension between the brothers comes out of profession and duty to parents notes on the crueler aspects of underworld crime and what the realm of unrepentant sex with both sexes brings out psychologically in the characters.""","[('``', '``'), ('miikes', 'NNS'), ('goals', 'NNS'), ('are', 'VBP'), ('met', 'VBN'), ('though', 'IN'), ('just', 'RB'), ('met', 'VBN'), ('in', 'IN'), ('his', 'PRP$'), ('low', 'JJ'), ('scale', 'NN'), ('ambitions', 'NNS'), ('a', 'DT'), ('gangster', 'JJ'), ('picture', 'NN'), ('with', 'IN'), ('some', 'DT'), ('added', 'JJ'), ('levels', 'NNS'), ('of', 'IN'), ('harsh', 'JJ'), ('familial', 'JJ'), ('trouble', 'NN'), ('the', 'DT'), ('main', 'JJ'), ('tension', 'NN'), ('between', 'IN'), ('the', 'DT'), ('brothers', 'NNS'), ('comes', 'VBZ'), ('out', 'IN'), ('of', 'IN'), ('profession', 'NN'), ('and', 'CC'), ('duty', 'NN'), ('to', 'TO'), ('parents', 'NNS'), ('notes', 'NNS'), ('on', 'IN'), ('the', 'DT'), ('crueler', 'NN'), ('aspects', 'NNS'), ('of', 'IN'), ('underworld', 'JJ'), ('crime', 'NN'), ('and', 'CC'), ('what', 'WP'), ('the', 'DT'), ('realm', 'NN'), ('of', 'IN'), ('unrepentant', 'JJ'), ('sex', 'NN'), ('with', 'IN'), ('both', 'DT'), ('sexes', 'NNS'), ('brings', 'VBZ'), ('out', 'RP'), ('psychologically', 'RB'), ('in', 'IN'), ('the', 'DT'), ('characters', 'NNS'), ('.', '.'), (""''"", ""''"")]"
1440,"""at the same time shinjuku triad society also contains more than a few moments of classic biting black comedy from the miike oeuvre.""","[('``', '``'), ('at', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('time', 'NN'), ('shinjuku', 'JJ'), ('triad', 'NN'), ('society', 'NN'), ('also', 'RB'), ('contains', 'VBZ'), ('more', 'JJR'), ('than', 'IN'), ('a', 'DT'), ('few', 'JJ'), ('moments', 'NNS'), ('of', 'IN'), ('classic', 'JJ'), ('biting', 'VBG'), ('black', 'JJ'), ('comedy', 'NN'), ('from', 'IN'), ('the', 'DT'), ('miike', 'NN'), ('oeuvre', 'NN'), ('.', '.'), (""''"", ""''"")]"
1441,"""some of it just has to be taken with a grain of salt for what the director does in his outrageousness like the bit at the beginning with the chair smashing over the face or the randomness of the interrogation as it goes into a very twisted area.""","[('``', '``'), ('some', 'DT'), ('of', 'IN'), ('it', 'PRP'), ('just', 'RB'), ('has', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('taken', 'VBN'), ('with', 'IN'), ('a', 'DT'), ('grain', 'NN'), ('of', 'IN'), ('salt', 'NN'), ('for', 'IN'), ('what', 'WP'), ('the', 'DT'), ('director', 'NN'), ('does', 'VBZ'), ('in', 'IN'), ('his', 'PRP$'), ('outrageousness', 'NN'), ('like', 'IN'), ('the', 'DT'), ('bit', 'NN'), ('at', 'IN'), ('the', 'DT'), ('beginning', 'NN'), ('with', 'IN'), ('the', 'DT'), ('chair', 'NN'), ('smashing', 'NN'), ('over', 'IN'), ('the', 'DT'), ('face', 'NN'), ('or', 'CC'), ('the', 'DT'), ('randomness', 'NN'), ('of', 'IN'), ('the', 'DT'), ('interrogation', 'NN'), ('as', 'IN'), ('it', 'PRP'), ('goes', 'VBZ'), ('into', 'IN'), ('a', 'DT'), ('very', 'RB'), ('twisted', 'JJ'), ('area', 'NN'), ('.', '.'), (""''"", ""''"")]"
1442,"""theres even a laugh out loud line from the young sex slave after finishing an act on one of the bosses thank you mr. weeny burger.""","[('``', '``'), ('theres', 'NNS'), ('even', 'RB'), ('a', 'DT'), ('laugh', 'NN'), ('out', 'IN'), ('loud', 'JJ'), ('line', 'NN'), ('from', 'IN'), ('the', 'DT'), ('young', 'JJ'), ('sex', 'NN'), ('slave', 'VBP'), ('after', 'IN'), ('finishing', 'VBG'), ('an', 'DT'), ('act', 'NN'), ('on', 'IN'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('bosses', 'NNS'), ('thank', 'VBP'), ('you', 'PRP'), ('mr.', 'VBP'), ('weeny', 'JJ'), ('burger', 'NN'), ('.', '.'), (""''"", ""''"")]"
1443,"""miike and his writer dont have enough here to make the film a full on dark comedy like ichi or of course visitor q but theres enough to bring some appropriate levity to the darker aspects to the story and characters.as the first entry of the black society trilogy as its called i was quite impressed and its a fine quasi calling card from one of the craziest new artists in contemporary cinema.""","[('``', '``'), ('miike', 'NN'), ('and', 'CC'), ('his', 'PRP$'), ('writer', 'NN'), ('dont', 'NN'), ('have', 'VBP'), ('enough', 'RB'), ('here', 'RB'), ('to', 'TO'), ('make', 'VB'), ('the', 'DT'), ('film', 'NN'), ('a', 'DT'), ('full', 'JJ'), ('on', 'IN'), ('dark', 'JJ'), ('comedy', 'NN'), ('like', 'IN'), ('ichi', 'NN'), ('or', 'CC'), ('of', 'IN'), ('course', 'NN'), ('visitor', 'NN'), ('q', 'NN'), ('but', 'CC'), ('theres', 'VBZ'), ('enough', 'JJ'), ('to', 'TO'), ('bring', 'VB'), ('some', 'DT'), ('appropriate', 'JJ'), ('levity', 'NN'), ('to', 'TO'), ('the', 'DT'), ('darker', 'NN'), ('aspects', 'VBZ'), ('to', 'TO'), ('the', 'DT'), ('story', 'NN'), ('and', 'CC'), ('characters.as', 'VB'), ('the', 'DT'), ('first', 'JJ'), ('entry', 'NN'), ('of', 'IN'), ('the', 'DT'), ('black', 'JJ'), ('society', 'NN'), ('trilogy', 'NN'), ('as', 'IN'), ('its', 'PRP$'), ('called', 'VBN'), ('i', 'NN'), ('was', 'VBD'), ('quite', 'RB'), ('impressed', 'JJ'), ('and', 'CC'), ('its', 'PRP$'), ('a', 'DT'), ('fine', 'JJ'), ('quasi', 'NN'), ('calling', 'VBG'), ('card', 'NN'), ('from', 'IN'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('craziest', 'JJS'), ('new', 'JJ'), ('artists', 'NNS'), ('in', 'IN'), ('contemporary', 'JJ'), ('cinema', 'NN'), ('.', '.'), (""''"", ""''"")]"
1444,"""this movie is the first of miikes triad society trilogy and the trilogy kicks of to a great start.""","[('``', '``'), ('this', 'DT'), ('movie', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('first', 'JJ'), ('of', 'IN'), ('miikes', 'NNS'), ('triad', 'JJ'), ('society', 'NN'), ('trilogy', 'NN'), ('and', 'CC'), ('the', 'DT'), ('trilogy', 'NN'), ('kicks', 'NNS'), ('of', 'IN'), ('to', 'TO'), ('a', 'DT'), ('great', 'JJ'), ('start', 'NN'), ('.', '.'), (""''"", ""''"")]"
1445,"""the movies in the trilogy are only connected thematically and these themes are actually apparent in all his films if you look close enough.""","[('``', '``'), ('the', 'DT'), ('movies', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('trilogy', 'NN'), ('are', 'VBP'), ('only', 'RB'), ('connected', 'VBN'), ('thematically', 'RB'), ('and', 'CC'), ('these', 'DT'), ('themes', 'NNS'), ('are', 'VBP'), ('actually', 'RB'), ('apparent', 'JJ'), ('in', 'IN'), ('all', 'DT'), ('his', 'PRP$'), ('films', 'NNS'), ('if', 'IN'), ('you', 'PRP'), ('look', 'VBP'), ('close', 'JJ'), ('enough', 'RB'), ('.', '.'), (""''"", ""''"")]"
1446,"""shinjuku triad society is about a cop trying to prevent his kid brother from getting too involved with a rather extreme gang of outsiders struggling their way to the top of tokyos yakuza.""","[('``', '``'), ('shinjuku', 'JJ'), ('triad', 'NN'), ('society', 'NN'), ('is', 'VBZ'), ('about', 'IN'), ('a', 'DT'), ('cop', 'NN'), ('trying', 'VBG'), ('to', 'TO'), ('prevent', 'VB'), ('his', 'PRP$'), ('kid', 'NN'), ('brother', 'NN'), ('from', 'IN'), ('getting', 'VBG'), ('too', 'RB'), ('involved', 'VBN'), ('with', 'IN'), ('a', 'DT'), ('rather', 'RB'), ('extreme', 'JJ'), ('gang', 'NN'), ('of', 'IN'), ('outsiders', 'NNS'), ('struggling', 'VBG'), ('their', 'PRP$'), ('way', 'NN'), ('to', 'TO'), ('the', 'DT'), ('top', 'NN'), ('of', 'IN'), ('tokyos', 'JJ'), ('yakuza', 'NN'), ('.', '.'), (""''"", ""''"")]"
1447,"""the kid brother is a lawyer and the triad gang is becoming increasingly in need of one as the movie progresses.""","[('``', '``'), ('the', 'DT'), ('kid', 'NN'), ('brother', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('lawyer', 'NN'), ('and', 'CC'), ('the', 'DT'), ('triad', 'NN'), ('gang', 'NN'), ('is', 'VBZ'), ('becoming', 'VBG'), ('increasingly', 'RB'), ('in', 'IN'), ('need', 'NN'), ('of', 'IN'), ('one', 'CD'), ('as', 'IN'), ('the', 'DT'), ('movie', 'NN'), ('progresses', 'VBZ'), ('.', '.'), (""''"", ""''"")]"
1448,"""the movie takes place in a very harsh environment and is therefore pretty violent and tough.""","[('``', '``'), ('the', 'DT'), ('movie', 'NN'), ('takes', 'VBZ'), ('place', 'NN'), ('in', 'IN'), ('a', 'DT'), ('very', 'RB'), ('harsh', 'JJ'), ('environment', 'NN'), ('and', 'CC'), ('is', 'VBZ'), ('therefore', 'RB'), ('pretty', 'JJ'), ('violent', 'NN'), ('and', 'CC'), ('tough', 'JJ'), ('.', '.'), (""''"", ""''"")]"
1449,"""miike has done worse but since this is a serious movie it hits you very hard.""","[('``', '``'), ('miike', 'NN'), ('has', 'VBZ'), ('done', 'VBN'), ('worse', 'JJR'), ('but', 'CC'), ('since', 'IN'), ('this', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('serious', 'JJ'), ('movie', 'NN'), ('it', 'PRP'), ('hits', 'VBZ'), ('you', 'PRP'), ('very', 'RB'), ('hard', 'RB'), ('.', '.'), (""''"", ""''"")]"
1450,"""as usual there is also a lot of perverted sex mostly homosexual in this one.""","[('``', '``'), ('as', 'RB'), ('usual', 'JJ'), ('there', 'EX'), ('is', 'VBZ'), ('also', 'RB'), ('a', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('perverted', 'JJ'), ('sex', 'NN'), ('mostly', 'RB'), ('homosexual', 'JJ'), ('in', 'IN'), ('this', 'DT'), ('one', 'NN'), ('.', '.'), (""''"", ""''"")]"
1451,"""the movie is in many ways a typical gangster movie but with a great drive and true grittiness.""","[('``', '``'), ('the', 'DT'), ('movie', 'NN'), ('is', 'VBZ'), ('in', 'IN'), ('many', 'JJ'), ('ways', 'NNS'), ('a', 'DT'), ('typical', 'JJ'), ('gangster', 'NN'), ('movie', 'NN'), ('but', 'CC'), ('with', 'IN'), ('a', 'DT'), ('great', 'JJ'), ('drive', 'NN'), ('and', 'CC'), ('true', 'JJ'), ('grittiness', 'NN'), ('.', '.'), (""''"", ""''"")]"
1452,"""if youve only seen miikes far out movies ichi the killer fudoh etc.""","[('``', '``'), ('if', 'IN'), ('youve', 'RB'), ('only', 'RB'), ('seen', 'VBN'), ('miikes', 'NNS'), ('far', 'RB'), ('out', 'IN'), ('movies', 'NNS'), ('ichi', 'VBP'), ('the', 'DT'), ('killer', 'NN'), ('fudoh', 'NN'), ('etc', 'NN'), ('.', '.'), (""''"", ""''"")]"
1453,"""this is worth checking out since it is sort of a compromise between his aggressive over the top style displayed in those movies and his more serious side as seen in the other films of the trilogy.""","[('``', '``'), ('this', 'DT'), ('is', 'VBZ'), ('worth', 'JJ'), ('checking', 'VBG'), ('out', 'RP'), ('since', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('sort', 'NN'), ('of', 'IN'), ('a', 'DT'), ('compromise', 'NN'), ('between', 'IN'), ('his', 'PRP$'), ('aggressive', 'JJ'), ('over', 'IN'), ('the', 'DT'), ('top', 'JJ'), ('style', 'NN'), ('displayed', 'VBN'), ('in', 'IN'), ('those', 'DT'), ('movies', 'NNS'), ('and', 'CC'), ('his', 'PRP$'), ('more', 'RBR'), ('serious', 'JJ'), ('side', 'NN'), ('as', 'IN'), ('seen', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('other', 'JJ'), ('films', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('trilogy', 'NN'), ('.', '.'), (""''"", ""''"")]"
1454,"""and as always with miike there are at least two scenes in this that youll never forget see it and figure out which ones for yourself.8 10""","[('``', '``'), ('and', 'CC'), ('as', 'IN'), ('always', 'RB'), ('with', 'IN'), ('miike', 'NN'), ('there', 'EX'), ('are', 'VBP'), ('at', 'IN'), ('least', 'JJS'), ('two', 'CD'), ('scenes', 'NNS'), ('in', 'IN'), ('this', 'DT'), ('that', 'WDT'), ('youll', 'VBP'), ('never', 'RB'), ('forget', 'VB'), ('see', 'VB'), ('it', 'PRP'), ('and', 'CC'), ('figure', 'VB'), ('out', 'RP'), ('which', 'WDT'), ('ones', 'NNS'), ('for', 'IN'), ('yourself.8', 'NN'), ('10', 'CD'), (""''"", ""''"")]"
1455,"""a lot has been said about shinjuku triad society as the first true miike film and i thought this sort of description might have been a clich???.""","[('``', '``'), ('a', 'DT'), ('lot', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('said', 'VBD'), ('about', 'IN'), ('shinjuku', 'JJ'), ('triad', 'JJ'), ('society', 'NN'), ('as', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('true', 'JJ'), ('miike', 'NN'), ('film', 'NN'), ('and', 'CC'), ('i', 'VB'), ('thought', 'VBN'), ('this', 'DT'), ('sort', 'NN'), ('of', 'IN'), ('description', 'NN'), ('might', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('a', 'DT'), ('clich???', 'NN'), ('.', '.'), (""''"", ""''"")]"
